estmethod,imv_full,imv_mean,imv_sd,attribute,modeltype,rep
mp,0.13656495866542034,0.13425240130826527,0.018633965117749767,independent,DINA,33
MAP,0.13544476980109263,0.08784594881171497,0.00909033169700996,independent,DINA,34
mp,0.14123505377495357,0.13763527258246058,0.011311328751337722,independent,DINA,34
MAP,0.1429913220901823,0.09101859342798777,0.01970022355765234,independent,DINA,35
mp,0.1509271830131876,0.1382159894915615,0.0069782969735087035,independent,DINA,35
MAP,0.12385492733622752,0.08832553928138506,0.014275126740148896,independent,DINA,36
mp,0.12956099552187714,0.1241404217612564,0.011954240165060092,independent,DINA,36
MAP,0.1500351236503589,0.09941623146587743,0.01761762998905862,independent,DINA,37
mp,0.1583555569088156,0.15313075790580163,0.012212482537406954,independent,DINA,37
MAP,0.13354324556112798,0.10022894301988443,0.005537242707379167,independent,DINA,38
mp,0.1392091425739731,0.13230065773248958,0.00377997621962464,independent,DINA,38
MAP,0.1282546726249526,0.089389332756548,0.010797323207170108,independent,DINA,39
mp,0.1343654644166882,0.12692595411001265,0.00800433303862009,independent,DINA,39
MAP,0.14199888918258266,0.102485756136246,0.01714126053498097,independent,DINA,40
mp,0.14894958549774212,0.14364442405331757,0.013233234605358916,independent,DINA,40
MAP,NA,NA,NA,independent,DINA,41
mp,NA,NA,NA,independent,DINA,41
MAP,0.15195631343610047,0.12070929745540303,0.014767058998261855,independent,DINA,42
mp,0.15661418622662682,0.16010765779722175,0.011399611759695534,independent,DINA,42
MAP,0.13966355109847,0.10375955420431254,0.01236653167947563,independent,DINA,43
mp,0.14670931345178428,0.13973896979653774,0.009363432620155866,independent,DINA,43
MAP,0.1448697034596144,0.11197945851549514,0.016828265403159372,independent,DINA,44
mp,0.1528427528409117,0.15212878268506586,0.010103127607777079,independent,DINA,44
MAP,0.14504926745016608,0.09051382997113736,0.018025718494781833,independent,DINA,45
mp,0.15326302122407817,0.14282196642626063,0.006650350565616388,independent,DINA,45
MAP,0.13160867004981477,0.1027822157478917,0.005708163281140147,independent,DINA,46
mp,0.1364803745329833,0.1358620698649067,0.009027592916072424,independent,DINA,46
MAP,0.1324684144237241,0.09478544443067553,0.013153596992107431,independent,DINA,47
mp,0.13889203382702064,0.13749158712182347,0.00797261820319554,independent,DINA,47
MAP,0.1376909032101287,0.10233699166090243,0.016498677429001685,independent,DINA,48
mp,0.14357243764207983,0.1329180514054076,0.009666134902396532,independent,DINA,48
MAP,0.13242579983067304,0.09831340432035371,0.011249821624021546,independent,DINA,49
mp,0.13940257741299034,0.13037588907116388,0.007203123444095574,independent,DINA,49
MAP,0.14743407628066002,0.06841954692819556,0.0638845022590342,independent,DINA,50
mp,0.1542767491937206,0.09101273154026691,0.08327446349728304,independent,DINA,50
MAP,0.14947184871009414,0.09017227636614238,0.051358402186293034,independent,DINA,51
mp,0.15565323550479337,0.12414294392091167,0.06956522705283673,independent,DINA,51
MAP,0.12470038530689587,0.09387639302650419,0.009031278048604404,independent,DINA,52
